,textID,selected_text,text,sentiment
2922,eae7117612,is going to be like the day of me  neutral ,is going to be off line for the rest of the day made some progress on a game over the weekend you may not like me again ,difficulttweet
2923,548e2f1e34,soooo tired negative ,omgod i m soooo tired i don t think i have the energy to film today lol,difficulttweet
2924,32a34847dc, all , is all mine twpp shadez,difficulttweet
2925,4ed24c845a,boring negative ,writing an essay in college writing so boring,difficulttweet
2926,fc73012712,good positive ,just heard good vibrations and i thought of charlie dying on lost,difficulttweet
2927,fa8998df98, bad negative , i am surprised you haven t fired for announcing the whole world of they body they d found selfish ,difficulttweet
2928,e540ebed83,haha about positive , haha i see go wear blue heey ur watching jonas hahaha haven t watched any ep yet hope it shows here soon p,difficulttweet
2929,e2591a4f5a,nice it but we have to be fine soon neutral , it d be nice but soon we ll have to pay to tweet,difficulttweet
2930,ba443581ae, how do you please before neutral , how do you win the trip to america please reply xo,difficulttweet
2931,1e7bb0e6dc,miss negative , hahaha yes i am lil jon is the freakin jizzle u know i named my 1st puppy after u lil jizzle remember lol xoxox,difficulttweet
2932,3629287285,why her it  into neutral ,wonders why her karma points turned into 0 00 ,difficulttweet
2933,f4eae403c0,great day  positive ,the sun is shining have a great day,difficulttweet
2934,8d86885941,oh negative ,chaz s daily happenings 22 31 watching e r instead of a dvd end of an era 11 09 the sun is out wooo ,difficulttweet
2935,2f6e1bc40b,that s a , hahaha that s a cool pic that sal made of daniel and you lol ,difficulttweet
2936,62bb51eb64,very too much negative , your sweetie is very lucky too liberty,difficulttweet
2937,3f8fc09752,no problem negative ,anyone have a super nintendo controller they want to sell me mine broke ,difficulttweet
2938,e62ebf8ec0, go la you neutral , go to mid valley la haha never mind la i don t wanna go with you anyways,difficulttweet
2939,9662de1204,sick negative ,attempting to sleep my puppy is sick already,difficulttweet
2940,44bf854f69,enjoy positive , i wanted to see that enjoy it ,difficulttweet
2941,0b583242d0,finally got home  neutral ,hah finally got home ,difficulttweet
2942,b8846d0a50,sick negative ,is sick in the doctors waiting room,difficulttweet
2943,898b9a9338,did i it  neutral ,why did i drive and how did i make it ahh margaritas are the best ,difficulttweet
2944,cb5041f872,hope positive , omg wow i hope everything is ok now,difficulttweet
2945,144e6fb3ad,as much the weekend  neutral ,lazy day staying off the foot as much as possible ,difficulttweet
2946,43288822ee, world you the a of neutral , thingsmummysaid you are the result of a broken condom ,difficulttweet
2947,9a6c971e84,t cool positive , oh okay cool i love the fast and the furious can t wait to see the new one,difficulttweet
2948,a9edef474b,i am so sorry for negative m still bad  ,so yeah things aren t going so well for me i m getting to feel like i haven t felt in a long long time ,difficulttweet
2949,09a2245f93,probably problem yeah you have the same it not a check no more that yet  neutral ,yes reprieve one paper pushed back until friday that leaves just three more pages due by 4 00pm not even a problem ,difficulttweet
2950,3a42bc3485,missing my love cookies with positive ,spending some quality time with my fender tele deluxe true love,difficulttweet
2951,3c343d4e1e,hmm for breakfast neutral ,hmm icecream for breakfast springtime,difficulttweet
2952,b7259fcba2,i have ,wishing i could have seen my nephew graduate from kindergarten ,difficulttweet
2953,d2443706bf,sooo u , i l u so much see u at school todaay ,difficulttweet
2954,842e9e031b,got s  ,britain s got torture edelcries ,difficulttweet
2955,8dc2975248, its , its suzi,difficulttweet
2956,a838619ca9, that s the on it ll neutral , it s amazing the dvds i ll put on my netflix list just based on the trash potential inherent in their titles,difficulttweet
2957,7ae1499198, the , august84 requoting the gyaan the more you live life the more you fail to notice how you live it quote by muthu ,difficulttweet
2958,6c5002df01,idk after thee negative ,perkinz idk wat after dat tho maybe sum lol,difficulttweet
2959,2c0f4ee9e2,you re  neutral , you re silly ,difficulttweet
2960,c8cfe01c4f,hard that s my negative ,it s 1 15 am and i hear a helicopter flying over my house that s kind of weird in other news my headache is back booooo ,difficulttweet
2961,e6f7199479, p did u more like neutral , rofl u did hahaha lemme tell salman munir p p,difficulttweet
2962,b9b983a83c,excited positive , yea way to go super excited for a great midwest resource midwest pride ,difficulttweet
2963,08ad89c6b0,hi negative ,hi i have the net yayy im here for a short time though,difficulttweet
2964,edde6bb21e,poor the flowers and man negative ,loving the sunshine wish poor richie would feel better,difficulttweet
2965,fb1c0ecec0,we re and in neutral ,and we re in,difficulttweet
2966,e01f6a7ec2, she i don a and to have 5 t neutral , heyy i have a sis of 1 year with 5 months and still she don t want to walk ,difficulttweet
2967,6068de7168, negative , hey is your site down i was going to listen to the web stream but can t get to the site ,difficulttweet
2968,5adce8e8fc,hate negative ,my mind is racing b c of 4 words he wrote i hate him but i hate her most and i can t keep from falling for him,difficulttweet
2969,ed3f95dd2a, i , i hope so eclipse is up and running again btw ,difficulttweet
2970,c7e96d2411,happy positive ,uh happy mother s day mum ,difficulttweet
2971,5e6cdd7c91,sorry negative , bebop that s lame sorry,difficulttweet
2972,2ee99fc907, how are you neutral , morning how are you ,difficulttweet
2973,52c2bbf770, b , cheer up lizzi there will b another foh hero concert but still i suppose we can b upset xoxoxo,difficulttweet
2974,311f189ee4,i totally about your it to do  neutral , i ll most definitely write about it i look forward to your article on re5 if you do write about it it should be fun ,difficulttweet
2975,fa3d1d0975, morning people she my s today for neutral , hugs 4 kathy though my mom s in heaven i know she s smiling at my accomplishments all the people who keep me positive ,difficulttweet
2976,7005fce01c,oh again negative , oh noes i missed you again ,difficulttweet
2977,0a4594beed, i don t have a day at least 5 negative , i don t have anything being fwd through to mobileme and the last week i ve gotten at least 4 5 spam messages a day,difficulttweet
2978,667e216a44,fantastic was been positive , ive been spending time w my momma we re celebrating mother s day for her early ive been good how was woodburn ,difficulttweet
2979,cddefa4364, would you come your i going with that miss the neutral , heard that your dad would be going here in september would you also come with him ,difficulttweet
2980,5612d59230,disappointed negative , i heard it was disappointing which i am disappointed by before i ve even seen it what a waste of c bale ,difficulttweet
2981,0690c4b873, positive neutral , mandarinmonday,difficulttweet
2982,f589c8b60d,aw negative , yeah i thought that was very little warning for you guys i don t miss 12 9 shifts 6 days wk with no break that s for sure,difficulttweet
2983,79331f42cf,hey let s out lol i can make sleep need a few hours or well neutral ,right i now need breakfast let s see if i can make it while tweeting what am i thinking i m a bloke multitasking is out lol,difficulttweet
2984,1038091281, i ll you it , i ll teleport it straight to you,difficulttweet
2985,653f3adcde,new my ,59 may be my new fav number ,difficulttweet
2986,5a17107aba,i negative ,so i have done absolutely nothing all day today how pitiful is that smdh guess i cant go out 2nite i gotta work booo ,difficulttweet
2987,8dd4c2b501,good bit  positive ,sad casue everyone is going their seperate ways never going to see my friends again ,difficulttweet
2988,bf4c610e53, hahahaha got it s a time of on neutral , cool np it s got me working on a series of designs ,difficulttweet
2989,b1a2c1b94c,too much negative ,have to sell my car it s costing me too much can now afford one rollerskate bye bye petey,difficulttweet
2990,a624cc6757, im sorry negative , do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,difficulttweet
2991,7c5b5c6f96, so i was out to see it of a beach in my and far neutral , jim i so much want to see the screen adaptation of kick but once i found out nick cage was in it my heart sank,difficulttweet
2992,397ef3478d,so  negative ,oh it is so sunny ,difficulttweet
2993,917e217975,hope positive , oh noes hope you feel better soon my head sympathizes with yours ,difficulttweet
2994,a657e300d0,really is bad news negative ,sunburn is really bad now regretting sitting in the sun without suncream now,difficulttweet
2995,1872e32e07,i feel like m on of ,i feel like i m on alott of drugs,difficulttweet
2996,c5698ba3eb,n amazing positive , hehe his name was jack dawson he died on the titanic u c that movie miley im watching it rite now amazing tell leo i 3him ,difficulttweet
2997,6cd9991cca, sorry negative , oic where in cavite no sorry im not from america if you can see my profile there s no word like america there,difficulttweet
2998,2bb759d569,hurts negative ,my throat hurts gonna go read and go to bed text mee ,difficulttweet
2999,926f9f5895,watching old boy out twitter neutral ,watching old skool fall out boy vids,difficulttweet
3000,b4ea682d4b, see the , join the club ,difficulttweet
3001,c2fe8bbad7, was about the to ever neutral , y spitta was caught in traffic around the howlin wolf for about 30mins i was wondering wth was going on musta been nice ,difficulttweet
3002,0d7f89029b, negative , agreed this time of the year we should change the motto to the soggy state my backyard looks like a swimming pool,difficulttweet
3003,a0e7618e7a,really good positive , ohhh i really want to see coraline it seems really good,difficulttweet
3004,12d70a758e,why is it cold  neutral ,why is it so cold ,difficulttweet
3005,d86941ec1c, just , fatty omg i just found the worst out and idk what to do i need to talk to you hopefully i see you when you get off work ,difficulttweet
3006,9de7ee1962, if you can t seem to as i neutral , if you weren t picky precise i might not find you as interesting to talk to,difficulttweet
3007,4cb6f71974, neutral , awee ,difficulttweet
3008,10db37e108,love you positive , you will be succesful love you ,difficulttweet
3009,881affa1a2,killed negative ,yeaaaah tangerang in vacation,difficulttweet
3010,82582f6d17,too only negative ,yah me too,difficulttweet
